filepath,relative_path,device_type,damage_status,top_level_folder,has_damage_label,has_device_type_label,device_type_label_source,is_defect_folder,is_standard_device_image,is_defect_challenge,is_augmented,source_relative_path
C:\Users\k-12outreach\Summer_Camp_MD MInhaz Uddin\Summer_Workshop_Data_Driven_Decision_Making\Augmented_Device_Images\device 2\3_aug_017.jpg,device 2/3_aug_017.jpg,device 2,Not-Damaged,device 2,True,,,False,True,False,True,device 2/3.png
C:\Users\k-12outreach\Summer_Camp_MD MInhaz Uddin\Summer_Workshop_Data_Driven_Decision_Making\Augmented_Device_Images\device 2\3_1_aug_018.jpg,device 2/3_1_aug_018.jpg,device 2,Not-Damaged,device 2,True,,,False,True,False,True,device 2/3_1.png
C:\Users\k-12outreach\Summer_Camp_MD MInhaz Uddin\Summer_Workshop_Data_Driven_Decision_Making\Augmented_Device_Images\device 2\1_aug_019.jpg,device 2/1_aug_019.jpg,device 2,Not-Damaged,device 2,True,,,False,True,False,True,device 2/1.png
C:\Users\k-12outreach\Summer_Camp_MD MInhaz Uddin\Summer_Workshop_Data_Driven_Decision_Making\Augmented_Device_Images\device 2\1_1_aug_020.jpg,device 2/1_1_aug_020.jpg,device 2,Not-Damaged,device 2,True,,,False,True,False,True,device 2/1_1.png
C:\Users\k-12outreach\Summer_Camp_MD MInhaz Uddin\Summer_Workshop_Data_Driven_Decision_Making\Augmented_Device_Images\device 2\2_aug_021.jpg,device 2/2_aug_021.jpg,device 2,Not-Damaged,device 2,True,,,False,True,False,True,device 2/2.png
C:\Users\k-12outreach\Summer_Camp_MD MInhaz Uddin\Summer_Workshop_Data_Driven_Decision_Making\Augmented_Device_Images\device 2\2_1_aug_022.jpg,device 2/2_1_aug_022.jpg,device 2,Not-Damaged,device 2,True,,,False,True,False,True,device 2/2_1.png
C:\Users\k-12outreach\Summer_Camp_MD MInhaz Uddin\Summer_Workshop_Data_Driven_Decision_Making\Augmented_Device_Images\device 2\3_aug_023.jpg,device 2/3_aug_023.jpg,device 2,Not-Damaged,device 2,True,,,False,True,False,True,device 2/3.png
C:\Users\k-12outreach\Summer_Camp_MD MInhaz Uddin\Summer_Workshop_Data_Driven_Decision_Making\Augmented_Device_Images\device 2\3_1_aug_024.jpg,device 2/3_1_aug_024.jpg,device 2,Not-Damaged,device 2,True,,,False,True,False,True,device 2/3_1.png
C:\Users\k-12outreach\Summer_Camp_MD MInhaz Uddin\Summer_Workshop_Data_Driven_Decision_Making\Augmented_Device_Images\device 2\1_aug_025.jpg,device 2/1_aug_025.jpg,device 2,Not-Damaged,device 2,True,,,False,True,False,True,device 2/1.png
C:\Users\k-12outreach\Summer_Camp_MD MInhaz Uddin\Summer_Workshop_Data_Driven_Decision_Making\Augmented_Device_Images\device 2\1_1_aug_026.jpg,device 2/1_1_aug_026.jpg,device 2,Not-Damaged,device 2,True,,,False,True,False,True,device 2/1_1.png
C:\Users\k-12outreach\Summer_Camp_MD MInhaz Uddin\Summer_Workshop_Data_Driven_Decision_Making\Augmented_Device_Images\device 2\2_aug_027.jpg,device 2/2_aug_027.jpg,device 2,Not-Damaged,device 2,True,,,False,True,False,True,device 2/2.png
C:\Users\k-12outreach\Summer_Camp_MD MInhaz Uddin\Summer_Workshop_Data_Driven_Decision_Making\Augmented_Device_Images\device 2\2_1_aug_028.jpg,device 2/2_1_aug_028.jpg,device 2,Not-Damaged,device 2,True,,,False,True,False,True,device 2/2_1.png
C:\Users\k-12outreach\Summer_Camp_MD MInhaz Uddin\Summer_Workshop_Data_Driven_Decision_Making\Augmented_Device_Images\device 2\3_aug_029.jpg,device 2/3_aug_029.jpg,device 2,Not-Damaged,device 2,True,,,False,True,False,True,device 2/3.png
C:\Users\k-12outreach\Summer_Camp_MD MInhaz Uddin\Summer_Workshop_Data_Driven_Decision_Making\Augmented_Device_Images\device 2\3_1_aug_030.jpg,device 2/3_1_aug_030.jpg,device 2,Not-Damaged,device 2,True,,,False,True,False,True,device 2/3_1.png
C:\Users\k-12outreach\Summer_Camp_MD MInhaz Uddin\Summer_Workshop_Data_Driven_Decision_Making\Augmented_Device_Images\device 2\1_aug_031.jpg,device 2/1_aug_031.jpg,device 2,Not-Damaged,device 2,True,,,False,True,False,True,device 2/1.png
C:\Users\k-12outreach\Summer_Camp_MD MInhaz Uddin\Summer_Workshop_Data_Driven_Decision_Making\Augmented_Device_Images\device 2\1_1_aug_032.jpg,device 2/1_1_aug_032.jpg,device 2,Not-Damaged,device 2,True,,,False,True,False,True,device 2/1_1.png
C:\Users\k-12outreach\Summer_Camp_MD MInhaz Uddin\Summer_Workshop_Data_Driven_Decision_Making\Augmented_Device_Images\device 2\2_aug_033.jpg,device 2/2_aug_033.jpg,device 2,Not-Damaged,device 2,True,,,False,True,False,True,device 2/2.png
C:\Users\k-12outreach\Summer_Camp_MD MInhaz Uddin\Summer_Workshop_Data_Driven_Decision_Making\Augmented_Device_Images\device 2\2_1_aug_034.jpg,device 2/2_1_aug_034.jpg,device 2,Not-Damaged,device 2,True,,,False,True,False,True,device 2/2_1.png
C:\Users\k-12outreach\Summer_Camp_MD MInhaz Uddin\Summer_Workshop_Data_Driven_Decision_Making\Augmented_Device_Images\device 2\3_aug_035.jpg,device 2/3_aug_035.jpg,device 2,Not-Damaged,device 2,True,,,False,True,False,True,device 2/3.png
C:\Users\k-12outreach\Summer_Camp_MD MInhaz Uddin\Summer_Workshop_Data_Driven_Decision_Making\Augmented_Device_Images\device 2\3_1_aug_036.jpg,device 2/3_1_aug_036.jpg,device 2,Not-Damaged,device 2,True,,,False,True,False,True,device 2/3_1.png
C:\Users\k-12outreach\Summer_Camp_MD MInhaz Uddin\Summer_Workshop_Data_Driven_Decision_Making\Augmented_Device_Images\device 2\1_aug_037.jpg,device 2/1_aug_037.jpg,device 2,Not-Damaged,device 2,True,,,False,True,False,True,device 2/1.png
C:\Users\k-12outreach\Summer_Camp_MD MInhaz Uddin\Summer_Workshop_Data_Driven_Decision_Making\Augmented_Device_Images\device 2\1_1_aug_038.jpg,device 2/1_1_aug_038.jpg,device 2,Not-Damaged,device 2,True,,,False,True,False,True,device 2/1_1.png
C:\Users\k-12outreach\Summer_Camp_MD MInhaz Uddin\Summer_Workshop_Data_Driven_Decision_Making\Augmented_Device_Images\device 2\2_aug_039.jpg,device 2/2_aug_039.jpg,device 2,Not-Damaged,device 2,True,,,False,True,False,True,device 2/2.png
C:\Users\k-12outreach\Summer_Camp_MD MInhaz Uddin\Summer_Workshop_Data_Driven_Decision_Making\Augmented_Device_Images\device 2\2_1_aug_040.jpg,device 2/2_1_aug_040.jpg,device 2,Not-Damaged,device 2,True,,,False,True,False,True,device 2/2_1.png
C:\Users\k-12outreach\Summer_Camp_MD MInhaz Uddin\Summer_Workshop_Data_Driven_Decision_Making\Augmented_Device_Images\device 2\3_aug_041.jpg,device 2/3_aug_041.jpg,device 2,Not-Damaged,device 2,True,,,False,True,False,True,device 2/3.png
C:\Users\k-12outreach\Summer_Camp_MD MInhaz Uddin\Summer_Workshop_Data_Driven_Decision_Making\Augmented_Device_Images\device 2\3_1_aug_042.jpg,device 2/3_1_aug_042.jpg,device 2,Not-Damaged,device 2,True,,,False,True,False,True,device 2/3_1.png
C:\Users\k-12outreach\Summer_Camp_MD MInhaz Uddin\Summer_Workshop_Data_Driven_Decision_Making\Augmented_Device_Images\device 2\1_aug_043.jpg,device 2/1_aug_043.jpg,device 2,Not-Damaged,device 2,True,,,False,True,False,True,device 2/1.png
C:\Users\k-12outreach\Summer_Camp_MD MInhaz Uddin\Summer_Workshop_Data_Driven_Decision_Making\Augmented_Device_Images\device 2\1_1_aug_044.jpg,device 2/1_1_aug_044.jpg,device 2,Not-Damaged,device 2,True,,,False,True,False,True,device 2/1_1.png
C:\Users\k-12outreach\Summer_Camp_MD MInhaz Uddin\Summer_Workshop_Data_Driven_Decision_Making\Augmented_Device_Images\device1\1_aug_001.jpg,device1/1_aug_001.jpg,device1,Not-Damaged,device1,True,,,False,True,False,True,device1/1.png
C:\Users\k-12outreach\Summer_Camp_MD MInhaz Uddin\Summer_Workshop_Data_Driven_Decision_Making\Augmented_Device_Images\device1\2_aug_002.jpg,device1/2_aug_002.jpg,device1,Not-Damaged,device1,True,,,False,True,False,True,device1/2.png
C:\Users\k-12outreach\Summer_Camp_MD MInhaz Uddin\Summer_Workshop_Data_Driven_Decision_Making\Augmented_Device_Images\device1\1_aug_003.jpg,device1/1_aug_003.jpg,device1,Not-Damaged,device1,True,,,False,True,False,True,device1/1.png
C:\Users\k-12outreach\Summer_Camp_MD MInhaz Uddin\Summer_Workshop_Data_Driven_Decision_Making\Augmented_Device_Images\device1\2_aug_004.jpg,device1/2_aug_004.jpg,device1,Not-Damaged,device1,True,,,False,True,False,True,device1/2.png
C:\Users\k-12outreach\Summer_Camp_MD MInhaz Uddin\Summer_Workshop_Data_Driven_Decision_Making\Augmented_Device_Images\device1\1_aug_005.jpg,device1/1_aug_005.jpg,device1,Not-Damaged,device1,True,,,False,True,False,True,device1/1.png
C:\Users\k-12outreach\Summer_Camp_MD MInhaz Uddin\Summer_Workshop_Data_Driven_Decision_Making\Augmented_Device_Images\device1\2_aug_006.jpg,device1/2_aug_006.jpg,device1,Not-Damaged,device1,True,,,False,True,False,True,device1/2.png
C:\Users\k-12outreach\Summer_Camp_MD MInhaz Uddin\Summer_Workshop_Data_Driven_Decision_Making\Augmented_Device_Images\device1\1_aug_007.jpg,device1/1_aug_007.jpg,device1,Not-Damaged,device1,True,,,False,True,False,True,device1/1.png
C:\Users\k-12outreach\Summer_Camp_MD MInhaz Uddin\Summer_Workshop_Data_Driven_Decision_Making\Augmented_Device_Images\device1\2_aug_008.jpg,device1/2_aug_008.jpg,device1,Not-Damaged,device1,True,,,False,True,False,True,device1/2.png
C:\Users\k-12outreach\Summer_Camp_MD MInhaz Uddin\Summer_Workshop_Data_Driven_Decision_Making\Augmented_Device_Images\device1\1_aug_009.jpg,device1/1_aug_009.jpg,device1,Not-Damaged,device1,True,,,False,True,False,True,device1/1.png
C:\Users\k-12outreach\Summer_Camp_MD MInhaz Uddin\Summer_Workshop_Data_Driven_Decision_Making\Augmented_Device_Images\device1\2_aug_010.jpg,device1/2_aug_010.jpg,device1,Not-Damaged,device1,True,,,False,True,False,True,device1/2.png
C:\Users\k-12outreach\Summer_Camp_MD MInhaz Uddin\Summer_Workshop_Data_Driven_Decision_Making\Augmented_Device_Images\device1\1_aug_011.jpg,device1/1_aug_011.jpg,device1,Not-Damaged,device1,True,,,False,True,False,True,device1/1.png
C:\Users\k-12outreach\Summer_Camp_MD MInhaz Uddin\Summer_Workshop_Data_Driven_Decision_Making\Augmented_Device_Images\device1\2_aug_012.jpg,device1/2_aug_012.jpg,device1,Not-Damaged,device1,True,,,False,True,False,True,device1/2.png
C:\Users\k-12outreach\Summer_Camp_MD MInhaz Uddin\Summer_Workshop_Data_Driven_Decision_Making\Augmented_Device_Images\device1\1_aug_013.jpg,device1/1_aug_013.jpg,device1,Not-Damaged,device1,True,,,False,True,False,True,device1/1.png
C:\Users\k-12outreach\Summer_Camp_MD MInhaz Uddin\Summer_Workshop_Data_Driven_Decision_Making\Augmented_Device_Images\device1\2_aug_014.jpg,device1/2_aug_014.jpg,device1,Not-Damaged,device1,True,,,False,True,False,True,device1/2.png
C:\Users\k-12outreach\Summer_Camp_MD MInhaz Uddin\Summer_Workshop_Data_Driven_Decision_Making\Augmented_Device_Images\device1\1_aug_015.jpg,device1/1_aug_015.jpg,device1,Not-Damaged,device1,True,,,False,True,False,True,device1/1.png
C:\Users\k-12outreach\Summer_Camp_MD MInhaz Uddin\Summer_Workshop_Data_Driven_Decision_Making\Augmented_Device_Images\device1\2_aug_016.jpg,device1/2_aug_016.jpg,device1,Not-Damaged,device1,True,,,False,True,False,True,device1/2.png
C:\Users\k-12outreach\Summer_Camp_MD MInhaz Uddin\Summer_Workshop_Data_Driven_Decision_Making\Augmented_Device_Images\device1\1_aug_017.jpg,device1/1_aug_017.jpg,device1,Not-Damaged,device1,True,,,False,True,False,True,device1/1.png
C:\Users\k-12outreach\Summer_Camp_MD MInhaz Uddin\Summer_Workshop_Data_Driven_Decision_Making\Augmented_Device_Images\device1\2_aug_018.jpg,device1/2_aug_018.jpg,device1,Not-Damaged,device1,True,,,False,True,False,True,device1/2.png
C:\Users\k-12outreach\Summer_Camp_MD MInhaz Uddin\Summer_Workshop_Data_Driven_Decision_Making\Augmented_Device_Images\device1\1_aug_019.jpg,device1/1_aug_019.jpg,device1,Not-Damaged,device1,True,,,False,True,False,True,device1/1.png
C:\Users\k-12outreach\Summer_Camp_MD MInhaz Uddin\Summer_Workshop_Data_Driven_Decision_Making\Augmented_Device_Images\device1\2_aug_020.jpg,device1/2_aug_020.jpg,device1,Not-Damaged,device1,True,,,False,True,False,True,device1/2.png
C:\Users\k-12outreach\Summer_Camp_MD MInhaz Uddin\Summer_Workshop_Data_Driven_Decision_Making\Augmented_Device_Images\device1\1_aug_021.jpg,device1/1_aug_021.jpg,device1,Not-Damaged,device1,True,,,False,True,False,True,device1/1.png
C:\Users\k-12outreach\Summer_Camp_MD MInhaz Uddin\Summer_Workshop_Data_Driven_Decision_Making\Augmented_Device_Images\device1\2_aug_022.jpg,device1/2_aug_022.jpg,device1,Not-Damaged,device1,True,,,False,True,False,True,device1/2.png
C:\Users\k-12outreach\Summer_Camp_MD MInhaz Uddin\Summer_Workshop_Data_Driven_Decision_Making\Augmented_Device_Images\device1\1_aug_023.jpg,device1/1_aug_023.jpg,device1,Not-Damaged,device1,True,,,False,True,False,True,device1/1.png
C:\Users\k-12outreach\Summer_Camp_MD MInhaz Uddin\Summer_Workshop_Data_Driven_Decision_Making\Augmented_Device_Images\device1\2_aug_024.jpg,device1/2_aug_024.jpg,device1,Not-Damaged,device1,True,,,False,True,False,True,device1/2.png
C:\Users\k-12outreach\Summer_Camp_MD MInhaz Uddin\Summer_Workshop_Data_Driven_Decision_Making\Augmented_Device_Images\device1\1_aug_025.jpg,device1/1_aug_025.jpg,device1,Not-Damaged,device1,True,,,False,True,False,True,device1/1.png
C:\Users\k-12outreach\Summer_Camp_MD MInhaz Uddin\Summer_Workshop_Data_Driven_Decision_Making\Augmented_Device_Images\device1\2_aug_026.jpg,device1/2_aug_026.jpg,device1,Not-Damaged,device1,True,,,False,True,False,True,device1/2.png
C:\Users\k-12outreach\Summer_Camp_MD MInhaz Uddin\Summer_Workshop_Data_Driven_Decision_Making\Augmented_Device_Images\device1\1_aug_027.jpg,device1/1_aug_027.jpg,device1,Not-Damaged,device1,True,,,False,True,False,True,device1/1.png
C:\Users\k-12outreach\Summer_Camp_MD MInhaz Uddin\Summer_Workshop_Data_Driven_Decision_Making\Augmented_Device_Images\device1\2_aug_028.jpg,device1/2_aug_028.jpg,device1,Not-Damaged,device1,True,,,False,True,False,True,device1/2.png
C:\Users\k-12outreach\Summer_Camp_MD MInhaz Uddin\Summer_Workshop_Data_Driven_Decision_Making\Augmented_Device_Images\device1\1_aug_029.jpg,device1/1_aug_029.jpg,device1,Not-Damaged,device1,True,,,False,True,False,True,device1/1.png
C:\Users\k-12outreach\Summer_Camp_MD MInhaz Uddin\Summer_Workshop_Data_Driven_Decision_Making\Augmented_Device_Images\device1\2_aug_030.jpg,device1/2_aug_030.jpg,device1,Not-Damaged,device1,True,,,False,True,False,True,device1/2.png
C:\Users\k-12outreach\Summer_Camp_MD MInhaz Uddin\Summer_Workshop_Data_Driven_Decision_Making\Augmented_Device_Images\device1\1_aug_031.jpg,device1/1_aug_031.jpg,device1,Not-Damaged,device1,True,,,False,True,False,True,device1/1.png
C:\Users\k-12outreach\Summer_Camp_MD MInhaz Uddin\Summer_Workshop_Data_Driven_Decision_Making\Augmented_Device_Images\device1\2_aug_032.jpg,device1/2_aug_032.jpg,device1,Not-Damaged,device1,True,,,False,True,False,True,device1/2.png
C:\Users\k-12outreach\Summer_Camp_MD MInhaz Uddin\Summer_Workshop_Data_Driven_Decision_Making\Augmented_Device_Images\device1\1_aug_033.jpg,device1/1_aug_033.jpg,device1,Not-Damaged,device1,True,,,False,True,False,True,device1/1.png
C:\Users\k-12outreach\Summer_Camp_MD MInhaz Uddin\Summer_Workshop_Data_Driven_Decision_Making\Augmented_Device_Images\device1\2_aug_034.jpg,device1/2_aug_034.jpg,device1,Not-Damaged,device1,True,,,False,True,False,True,device1/2.png
C:\Users\k-12outreach\Summer_Camp_MD MInhaz Uddin\Summer_Workshop_Data_Driven_Decision_Making\Augmented_Device_Images\device1\1_aug_035.jpg,device1/1_aug_035.jpg,device1,Not-Damaged,device1,True,,,False,True,False,True,device1/1.png
C:\Users\k-12outreach\Summer_Camp_MD MInhaz Uddin\Summer_Workshop_Data_Driven_Decision_Making\Augmented_Device_Images\device1\2_aug_036.jpg,device1/2_aug_036.jpg,device1,Not-Damaged,device1,True,,,False,True,False,True,device1/2.png
C:\Users\k-12outreach\Summer_Camp_MD MInhaz Uddin\Summer_Workshop_Data_Driven_Decision_Making\Augmented_Device_Images\device1\1_aug_037.jpg,device1/1_aug_037.jpg,device1,Not-Damaged,device1,True,,,False,True,False,True,device1/1.png
C:\Users\k-12outreach\Summer_Camp_MD MInhaz Uddin\Summer_Workshop_Data_Driven_Decision_Making\Augmented_Device_Images\device1\2_aug_038.jpg,device1/2_aug_038.jpg,device1,Not-Damaged,device1,True,,,False,True,False,True,device1/2.png
C:\Users\k-12outreach\Summer_Camp_MD MInhaz Uddin\Summer_Workshop_Data_Driven_Decision_Making\Augmented_Device_Images\device1\1_aug_039.jpg,device1/1_aug_039.jpg,device1,Not-Damaged,device1,True,,,False,True,False,True,device1/1.png
C:\Users\k-12outreach\Summer_Camp_MD MInhaz Uddin\Summer_Workshop_Data_Driven_Decision_Making\Augmented_Device_Images\device1\2_aug_040.jpg,device1/2_aug_040.jpg,device1,Not-Damaged,device1,True,,,False,True,False,True,device1/2.png
C:\Users\k-12outreach\Summer_Camp_MD MInhaz Uddin\Summer_Workshop_Data_Driven_Decision_Making\Augmented_Device_Images\device1\1_aug_041.jpg,device1/1_aug_041.jpg,device1,Not-Damaged,device1,True,,,False,True,False,True,device1/1.png
C:\Users\k-12outreach\Summer_Camp_MD MInhaz Uddin\Summer_Workshop_Data_Driven_Decision_Making\Augmented_Device_Images\device1\2_aug_042.jpg,device1/2_aug_042.jpg,device1,Not-Damaged,device1,True,,,False,True,False,True,device1/2.png
C:\Users\k-12outreach\Summer_Camp_MD MInhaz Uddin\Summer_Workshop_Data_Driven_Decision_Making\Augmented_Device_Images\device1\1_aug_043.jpg,device1/1_aug_043.jpg,device1,Not-Damaged,device1,True,,,False,True,False,True,device1/1.png
C:\Users\k-12outreach\Summer_Camp_MD MInhaz Uddin\Summer_Workshop_Data_Driven_Decision_Making\Augmented_Device_Images\device1\2_aug_044.jpg,device1/2_aug_044.jpg,device1,Not-Damaged,device1,True,,,False,True,False,True,device1/2.png
C:\Users\k-12outreach\Summer_Camp_MD MInhaz Uddin\Summer_Workshop_Data_Driven_Decision_Making\Augmented_Device_Images\device1\1_aug_045.jpg,device1/1_aug_045.jpg,device1,Not-Damaged,device1,True,,,False,True,False,True,device1/1.png
C:\Users\k-12outreach\Summer_Camp_MD MInhaz Uddin\Summer_Workshop_Data_Driven_Decision_Making\Augmented_Device_Images\device1\2_aug_046.jpg,device1/2_aug_046.jpg,device1,Not-Damaged,device1,True,,,False,True,False,True,device1/2.png
C:\Users\k-12outreach\Summer_Camp_MD MInhaz Uddin\Summer_Workshop_Data_Driven_Decision_Making\Augmented_Device_Images\device1\1_aug_047.jpg,device1/1_aug_047.jpg,device1,Not-Damaged,device1,True,,,False,True,False,True,device1/1.png
C:\Users\k-12outreach\Summer_Camp_MD MInhaz Uddin\Summer_Workshop_Data_Driven_Decision_Making\Augmented_Device_Images\device1\2_aug_048.jpg,device1/2_aug_048.jpg,device1,Not-Damaged,device1,True,,,False,True,False,True,device1/2.png
C:\Users\k-12outreach\Summer_Camp_MD MInhaz Uddin\Summer_Workshop_Data_Driven_Decision_Making\Augmented_Device_Images\Defect\1.png,Defect/1.png,device1,Damaged,Defect,True,True,filename-prefix,True,False,True,False,Defect/1.png
C:\Users\k-12outreach\Summer_Camp_MD MInhaz Uddin\Summer_Workshop_Data_Driven_Decision_Making\Augmented_Device_Images\Defect\10.png,Defect/10.png,device 10,Damaged,Defect,True,True,filename-prefix,True,False,True,False,Defect/10.png
C:\Users\k-12outreach\Summer_Camp_MD MInhaz Uddin\Summer_Workshop_Data_Driven_Decision_Making\Augmented_Device_Images\Defect\2.png,Defect/2.png,device 2,Damaged,Defect,True,True,filename-prefix,True,False,True,False,Defect/2.png
C:\Users\k-12outreach\Summer_Camp_MD MInhaz Uddin\Summer_Workshop_Data_Driven_Decision_Making\Augmented_Device_Images\Defect\3.png,Defect/3.png,device 3,Damaged,Defect,True,True,filename-prefix,True,False,True,False,Defect/3.png
C:\Users\k-12outreach\Summer_Camp_MD MInhaz Uddin\Summer_Workshop_Data_Driven_Decision_Making\Augmented_Device_Images\Defect\4.png,Defect/4.png,device 4,Damaged,Defect,True,True,filename-prefix,True,False,True,False,Defect/4.png
